no,tweet,label
443,"perpulungi sitik sitik, maka tertukur ndu pagi anak lembu",positive
444,"tupung kita ras e, sampati ndu sitik tugas ku ",positive
445,"teruh deleng sinabung seh kel mbergeh na, ",positive
446,gula gula pe pindau seh kel degil na,negative
447,"kai pe la terpindau, seh kel degil na",negative
448,berjut nari ayau na asal suruh ,negative
449,teridah kel ia senang arah ayo na,positive
450,"ula latih sa, sakit kena kari",negative
451,"seh kel jile na, ayo anak na, mirip kel ras bapa na",positive
452,ringut nari ayao ndu ena asal suruh,negative
453,nambah jile adi rusur kam ridi ,positive
454,reh nari pinakit ,negative
455,deleng si nabung jadi saksi ate ngena,positive
456,"nini bulang na keturunen Indonesia, tapi ia tading i luar negeri",neutral
457,seh kel mbuai na pinangko rimo,negative
458,"zaman gundari enda, kai pe tangkau kalak, sepatu bot pe tangkau kalak",negative
459,"lanai kita pang nadingken sa sepatu bot I juma, bene lah kari",negative
460,tabung gas pe tangko adi la si eruk rumah,negative
461,sikap lah ban barang barang ta,positive
462,bapa lawes ku tiga nukur pupuk,neutral
463,nande erdakan I rumah,neutral
464,kami lawes ku juma mbuat gulen,neutral
465,"si suan gadung, gadung ka nge pagi turah, labo ka wortol",neutral
466,"adi semehuli si suan, simeluhi ka nge pagi turah na",positive
467,"erjudi kam rusur, anak ndu e pe lanai atena keleng",negative
468,"asal enggo kuit ndu sabu sabu ndai, mbau nari",negative
469,ulanai ukur ndu latih perban anak ndu si la huli,negative
470,tiga kabanjahe ras tiga berastagi seh kel melketna,negative
471,"nai nari, tiga kabanjahe ras tiga berastagi kumuh",negative
472,"dalan ku tanah karo nai nari macat, apalagi tiap libur",negative
473,"anak sekolah mba mba pulpen, perjuma juma mba mba cangkul",neutral
474,"salah urus, jadi na mbau",negative
475,"man ras medem saja dahin I rumah, ",neutral
476,nimai motor I simpang singa,neutral
477,"enggo latih namai motor, la reh reh",negative
478,jam piga kin acara ta ndai ?,neutral
479,nakan ras cina tomat ngenca lit I dapur,neutral
480,cina si dua dua pe entabeh adi ras kita man sa,positive
481,manuk pe bengkau adi la sehat la entabeh,negative
482,ras si dukung Karo FC I liga 2,neutral
483,stadion samura  Karo FC  la layak I liga 2,negative
484,nande tigan seh kel melias na,positive
485,nande biring si ku idah manis kel kerina,positive
486,ku juma pe kita baci bayak,positive
487,mbelang pe juma adi la urus peren ngenca,negative
488,kertang daging perban narkobaan,negative
489,kertang daging perban murah harga kentang,negative
490,reh pinakit keri kerina sinasal na,negative
491,rumah mbaru sura sura ta,positive
492,"perban erjudi, sabah pe enggo putangken",negative
493,dahin segedang wari cikurak,negative
494,sabah ras juma enggo keri putangken man nebusi anak I penjara,negative
495,cikurak janah cikutu dahin si kurang erbobot,negative
496,cikuraki kalak ngenca jago,negative
497,anak na seh kel mejingkatna,positive
498,"bapana seh kel malas na, medem saja dahin na",negative
499,nakan si tanggerkendu ndai pe enggo mali,negative
500,la tergejap enggo galang anak ndai,neutral
501,buniken sen ndu ei na gelah la etah kalak,neutral
502,tukur sitik sira bas kede ,neutral
503,er daya mie aku bas tiga,neutral
504,nande gulai kai bas rumah ,neutral
505,bapa paksa na baca koran bas rumah,neutral
506,mama erdaya manuk bas tiga,neutral
507,bagi ngasuhi anak arimo la dat jukut lit panna,negative
508,mela adi la lit erpemeteh,negative
509,melas kel ku akap suwari ei ,negative
510,kalak si mesera babana nggeluh bagi kalak bayak,negative
511,pagi pagi enda seh kel mbergehna ,negative
512," bujur sikataken, adi lit kalak si nggit nampati",positive
513,"mela ia mulih ku kuta, perban lagu na la mehuli",negative
514,"ola kam lupa ertoto man Dibata, maka seh sura-surandu",positive
515,"kutampul kerahungna, adi reh ia ku jenda",negative
516,"Dilaki si erdalan ah, bapa si Dulis",neutral
517,"tupung kami rani I juma, penangko ngkeriken barang-barang kami I juma",negative
518,"tupung kami rani I juma, pinangko ngkeriken barang-barang kami I juma",negative
519,"berkat me kami ku sabah, enggo kenca tekuak manuk",neutral
520,"la aku nggit merkuanken ia, adi langa I galarina utangna.",negative
521,"la aku nggit merkuanken ia, adi lenga I galarina utangna.",negative
522,"I tangkap na sada manuk, man teman bengkau man na",neutral
523,ku dayaken sabah I kuta gelah ku tukur rumah I kabanjahe,neutral
524,meder pe udan lawes me bengkila ngeria,neutral
525,"nande mbayu amak, bibi erdakan I dapur",neutral
526,"Pet pe ia man, tapi labo terkerikensa nakan sada garun.",neutral
527,"Nini bulang ergula, bengkila erbinaga, aku nuan-nuan i kuta.",positive
528,Berjut kel ia adi la erkanting dilaki na ku rumah.,negative
529,"Kenca elah man, berkat me ia ku juma.",neutral
530,"Kami enggo ndekah i Bandung, janah anak kami pe tubuh ijah nge kerina.",neutral
531,Adi nggit kena nampati kuakap dung nge dahin e.,positive
532,Bapa lawes ku tiga.,neutral
533,Nande ku lawe ku juma.,neutral
534,Kuta kami Linggajulu.,neutral
535,Aku tubuh I linggajulu,neutral
536,"Lawes pe aku erlajang, Linggajulu la ter- lupaken aku.",neutral
537,Merga Tarigan sibuaten nge ras merga Ginting.,neutral
538,Marga Tarigan sibuaten nge ras marga Ginting.,neutral
539,Si Jali sitayapen ras si Dame nderbih.,negative
540,Kalak nggeluh arus nge sisampat-sampaten ras kade-kade.,positive
541,Mbue danak-danak siayak-ayaken i kesain,neutral
542,Aku nuan cengkih.,neutral
543,Kami nukur motor.,neutral
544,Bapa ngoge surat.,neutral
545,Nande ngasuhi manuk.,neutral
546,Bibi mbelgang jaung nguda,neutral
547,Mama nuriken turin-turin Bern Patimar.,neutral
548,humaira erlajar nggawang,neutral
549,La nggit ia nggalari utang na.,negative
550,Aku la pet man Jering.,neutral
551,Kami la nukur sabah i Munte.,neutral
552,Nande la mbayu amak.,neutral
553,Kami la mutangken taneh I kuta,neutral
554,kami borohken taneh I kuta,negative
555,Nini la mbaba luah kai pe.,neutral
556,Kami erlajar cakap belanda.,positive
557,Ia ngempoi kalak Karo.,neutral
558,Aku ngoge turi -turin Pawang Ternalem,neutral
559,Nini bulang nuan rimo.,neutral
560,Bibi nggule nurung emas.,neutral
561,"Adi sahun kami I sampati na, tertukur kami nge rumah e.",positive
562,"Sanga aku mulih ku kuta, jumpa aku ras teman-temanku sekolah gelgel e.",neutral
563,"La aku nggit merkuanken ia, adi la I perobahi na perasat na si la mehuli e.",negative
564,"Nande-bapana erjuma ikuta, ia sekolah i Kabanjahe",neutral
565,"Nini bulang nuri-nuri, kami kempuna karina megi-megi.",neutral
566,"E maka, olanai erjudi",negative
567,E maka pedas mulih.,neutral
568,Bage pe labo jera.,negative
569,Tapi arus nge metenget i kuta kalak.,positive
570,Tapi ola minter ibere.,neutral
571,Situhuna ukurna reh picetnya.,negative
572,Situhuna bapana seh musilnya.,negative
573,Jadina reh buena imbangna,negative
574,Jadina reh kertangna dagingna,negative
575,Ise si maba rimo enda,neutral
576,Ndigan kena reh,neutral
577,Mbelin kal sura-surana,neutral
578,Madin mate asa itohi kalak.,negative
579,Man turang ate jadi,positive
580,Reh belinna reh gutulna,negative
581,Uga maka la kena reh?,neutral
582,Iatek kami reh nge kena.,negative
583,Ndekah kal kami tertima-tima.,negative
584,Ngayak ciger kena I timai kami.,negative
585,Mbaru denga nge ku eteh ninina pasek.,negative
586,Kerina kal anak kuta meteh anakna bayak.,positive
587,La enggo pernah I kataken na bangku agindu gutul.,negative
588,"Lampas kami mulih, ndauh kuta kami.",positive
589,"Mejile kal rupana, e maka nterem naka perana nungkunisa.",positive
590,"Senang kal ia, anakna beluh-beluh karina.",positive
591,"Nterem kal temanna, perban bujur kal ukuma.",positive
592,Tahun si reh lawes me kami ku Bandung,neutral
593,Sitik pe la kuinget ndeharana perbinaga,negative
594,Enggo ndekah ku eteh bengkilana perpola.,neutral
595,Perbahan beluhna ercakap Karo ise pe la meteh ia kalak palembang,neutral
596,Tangtangna labo aku tek perbulangenna perjudi.,negative
597,Mbiar kalak ngenehen ia; nini bulangna guru mbelin.,negative
598,Kalak si la ngikut pedah nande-bapa e kena aji-aji.,negative
599,la mutangken sabah.,positive
600,Ngena ateku kam.,positive
601,Nande ngerawai bibi.,positive
602,Kalak si nggit nangko barang kalak la padah i perteman.,negative
603,Ise pe merincuh nge ngempoi diberu mehamat,positive
604,Ise pe merincuh nge ngempoi diberu si meteh adat.,positive
605,Jelma mediker e la kutandai.,negative
606,Jelma si man beras jaung e la kutandai.,negative
607,Diberu mehado e segat kal ate anak kuta kami.,negative
608,Diberu si nggit erlua-lua e segat kal ate anak kuta kami’,negative
609,Jelma mejingkat labo ban mate lumben.,positive
610,Jelma si nggit erdahin labo ban mate lumben.,positive
611,la ia ikut ku kuta inganna tubuh gelgel e.,neutral
612,Ku tukur baju ndu adi enggo pagi aku dat duit.,positive
613,Kami reh i ingan si meriah janah ndauh nari.,positive
614,Ku legi pe kam turang pagi kedun enda.,positive
615,"Tupung wari Minggu nterem kalak erdaya rimo, kenas, ras galuh.",neutral
616,"Genduari meherga gula, beras ras tinaruh i tiga.",neutral
617,"Anak kuta mbue ngasuhi babi, kerbo, ras manuk",neutral
618,Bapa ras bengkila sebekbek.,neutral
619,"Turin-turin, ndung-ndengen, ras kuning-kuningan Karo enggo melala kupepulung.",neutral
620,Juma ras reba i Linggajulu enggo mbue I suani cengkih ras pala.,positive
621,I kuta-kuta mbue dengan pernanden rembah janah erjujung,neutral
622,"Kenca dung man, ngerana-ngerana janah ngisap-ngisap karina",positive
623,Kami I ajari bengkila nurat ras ngoge surat Karo.,positive
624,Tupung kerja tahun e meriah kal singuda-nguda ras anak perana landek ras rende ngayak tekuak manuk.,positive
625,Naling-naling ras cikurak-cikurak labo pendahin simehuli.,negative
626,Anakna mejingkat janah mehamat kal karina,positive
627,"Rumah si nitukur kami e mejile, galang, mbaru, janah murah.",positive
628," Kalak si megombang, mediker, ras mekisat la man usihen.",negative
629,Ntabeh janah ntebu kal galuh si nitukur kam ndai.,positive
630,"Adi nukur manuk, pilihi si galang ras mbur.",positive
631,"Kerina kalak meteh maka singuda-nguda ah mejile mehamat, janah mejingkat.",positive
632,Usur kami ertoto man Dibata gelah mejuah-juah janah cawir,positive
633,Ukuri lebe mbages-mbages janah mehuli-mehuli maka ola denggo erkadiola.,positive
634,Ola iarapken kam upah mbelin adi pendahindu pe manje manje jah mente-mente,negative
635,Pedas-pedas janah metenget-metenget kal ia ngangkati barang e,positive
636,Manje-manje janali sinik-sinik ia erdalam maka ola medak nini,neutral
637,Turiken mehuli-mehuli janah terang-terang perlakona e maka I teh kami.,positive
638,Tualah pirang mbue santanna.,positive
639,Ulin nge nginem lau melas asa lau mbergeh,neutral
640,Aku la pang nangkap kerbo jalang e.,negative
641,Mesui beltekna perban ipanna nakan mali,negative
642,Kalak bayak arus nge nampati kalak musil,positive
643,Ia sanga medem paksa aku reh.,neutral
644,Agina bayak kal gundari i Jakarta.,positive
645,Rupana labo mejile tapi laguna mehuli tuhu-tuhu.,positive
646,Meherga sitik gundari beras i tiga,negative
647,Si Budi seh kal beluhna ercakap lumat.,positive
648,Ia nuri-nuri bagi si betat-betat.,negative
649,Kami erdalan pedas-pedas sitik maka ola ketadingen.,positive
650,Bengkila ngerana pedas kal.,neutral
651,Aku berkat pagi lampas sitik ku Singa.,neutral
652,Melawen sitik aku ndai medak perban latihsa nderbih,negative
653,Nai nina kunuken lit me sada jelma nitubuhken tempulak.,neutral
654,Emaka igelari kalak ia anak tempulak.,neutral
655,Seh ngasa mbelin ia ipekena  tempulak.,neutral
656,Enggo kenca ia mbelin ietehna me mela.,negative
657,Mela ia ernandekan tempulak,negative
658,Emaka ersura me ia nambari nandena,positive
659,"Ia ukurina, ”ise kin ndia si mehantuna, gelah kujadiken nandeku”, atena.",neutral
660,"I bas sada wari, gawah- gawah me ia ku mbal-mbal ras temanna.",neutral
661,"Paksa e seh kal lasna wari, perban la lit embun si ngelanglangi matawari.",negative
662,Emaka asakai bulung-bulung meratah si nidamparna melus karina.,negative
663,Ngidah si e me maka ia kapsa matawari e me simehantuna.,neutral
664,Matawari me gelah kujadiken nandek atena. Emaka idahina me matawari.,neutral
665,Jumpa me ia ras matawari.,neutral
666,"Kai ateem anak tempulak?"" nina man anak tempulak e",neutral
667,"Ah, kam min ateku jadi nandeku.",positive
668,Ku- akap kam kalak mehantu.,negative
669,Karina bulung-bulung meratah.,neutral
670,kerina bulung enggo dabuh adi musim gugur,neutral
671,"Tapi lit ka nge si terhantun asang aku, em kap embun",negative
672,"Uga pa pe nggargarku adi I leginina, endem nge karina.",neutral
673,La terakap sinalsal si mbincar.,neutral
674,"Emaka dahilah embun, ”nina matawari.",neutral
675,"adi bage kin, kudahi gelah embun”, atena.",neutral
676,ngelepasken perik merpati putih,neutral
677,Idahina embun si mekapal.,neutral
678,"Kenca jumpa, I sungkun embun me ia minter.",neutral
679,Ngaloi me anak tempulak alu mehamat,positive
680,"Ugapa pe mbincarna sinalsal matawari, endem nge karina adi itamburindu.",positive
681,Emaka kam ateku jadi nandeku,positive
682,"Oh, ting tang si e, payo kin bage.",positive
683,"Bage gia lit kange si terhantun asang aku, em kap angin"", nina ka embun.",negative
684,"Mekapal pe aku, merap nari nge adi I embusna.",neutral
685,Labo terlawan aku angin. Ate-atena nge per dalanku,negative
686,Ku ja embusna ku je nge aku lawes,neutral
687,"Ngadi nina, ngadi erdalan nina erdalan",neutral
688,"Dage hantun nge ia. Emaka dahilah angin"", nina ka embun.",negative
689,Berkat ia ndahi uruk.,neutral
690,Galong kal uruk e Pinter ia erdalan ku ancuk-ancuk uruk.,neutral
691,I tatap na i datas nari ku kelewetna,neutral
692,Salang tuhu natap i datas nari,neutral
693,Kenca puas natap-natap I perkuanken na uruk.,positive
694,Kam kalak mehantu kuakap,negative
695,"Meter pe angin, labo terbulak kenca kam",neutral
696,"Ateku, kam jadi nandeku"", nina anak tempulak man uruk",positive
697,Megegeh pe angin labo terbulakkensa aku.,negative
698,Kayu galang mbungkar nge ras uratna adi i demparna.,negative
699,Lit mekap nina turi-turin si adi,neutral
700,indung manuk ngkeremken anakna iteruh kabengna,neutral
701,ersinget me kap kerna Pengulu Juma Raja si sehkel jagona erjudi,negative
702,melala enggo harta i pepulungna perban menang rusur erjudi,negative
703,Enggo ndekah Pengulu e ersura-sura gelah lit min anak i tengah-tengah jabuna,positive
704,Gia Pengulu e mbue hartana tapi la lit anak i pupus kemberahenna.,negative
705,tapi aminna enggo gia bage lenga bo ibere Dibata sura-surana,negative
706,Bas sada berngi ernipi me kemberahen,neutral
707,lanai ndekah nari lit anak ipupusna,positive
708,Tuhu senang kel ukur kemberahen,positive
709,pepagi warina ikatakenna nipina e man Pengulu,neutral
710,Tuhu kai sinipiken kemberahen,neutral
711,"mehuli kel ban kalimbubu ndu, ",positive
712,"Wari tande ku wari, bulan tande ku bulan, anak diberu e reh galangna",positive
713,ersinget me kap kerna Pengulu,neutral
714,"alu rusur erjudi enggo keri kerina harta bas jabuna, utangna pe mbue",negative
715,Perban talu rusur erjudi perangaina pe lanai bagi si gelgel,negative
716,"Anakna si tonggal rusur me irawaina, tempa-tempa perban anak e nge ia rusur talu erjudi",negative
717,Perban talu rusur erjudi janah utang si belang-belang terpaksa Pengulu ras kemberahenna bagepe anakna lawes i kuta e nari itadingkenna kesain si mbelang,negative
718,Sedakkel nge pusuh peraten kemberahen perban ulah perbulangenna tapi uga ibahan ia labo kap pang ngolang-ngolangi kebiasaan Pengulu erjudi,negative
719,Enggo ndauh kalak enda erdalan,negative
720,piga-piga kuta enggo terlewati,neutral
721,seh me Pengulu ras kemberahen bage pe anak e i tengah-tengah kerangen rimbun raya si seh kel angkerna,negative
722,sebab labo pernah pang jelma reh ku je.,negative
723,Ipajekken Pengulu me sada sapo si kitik-kitik inganna tading,neutral
724,nakan na ibuatna bulung-bulung bagepe gadung garang si lit i kerangen e.,neutral
725,Bas sada wari ersura-sura Pengulu nadingken kemberahen ras anak i kerangen,negative
726,la ngasup ia natap kemberahenna rusur tangis ngandung bagepe anakna si tonggal,negative
727,bas sada berngi lawes me Pengulu erbuni-buni itadingkenna ndeharana ras anakna si sangana tunduh,negative
728,"Enggo kenca terang wari, medak me kemberahen ras anakna",neutral
729,mungkin Bapandu ndarami nakanta nakku nina nandena,neutral
730,Ndekah itimai nande ras anak  tapi si man timanken labo reh,negative
731,"Wari tande ku wari bulan tande ku bulan Pengulu lalap la multak-multak,",negative
732,tading me kemberahen ras anakna dua-dua i tengah-tengah kerangen rimbun raya,negative
733,"Ceda kel ukurna perban itadingken Pengulu, tangis bas pusuhna natap-natap anakna lanai erbapa",negative
734,"Piga-piga kali icubakenna nadingeken anakna sisada, tapi la ia ngasup nadingkensa. ""Kuja naring pepagi percibal anakku",negative
735,"adi kutadingken sisada i tengah kerangen enda, terjelpa-jelpa sisada, nina pusuh peratenna.",negative
736,Bas sada berngi sangan anakna tunduh laweska me nande e nadingken anak si tonggal,negative
737,"nakku, tading me kam i jenda sisada,"" nina kemberahen janah tangis iemana ayo anak e iluhna mamburen ku ayo anakna si sangana tunduh.",negative
738,Erdalan me kemberahen nadingekan buah barana nadingken pusuh peratenna si getem,negative
739,"Ndauh enggo itadingkenna sapo ingan anakna tunduh, la ndekahsa jumpa me ia sada batang kayu si galang, ibuatna perembah, atena ndelis me ije",negative
740,"Terang kenca wari medak me anak si tonggal, i idahna lanai lit nandena i sampingna",negative
741,"Nande! Nande,"" nina ngelebuh , idaramina ku kenjahe idaramina ka ku kenjulu, tapi nandena la iidahna, tangis ia iluhna nurcuren",negative
742,"Sisada kel aku i tengah kerangen enda, kuja kel pepagi percibal anak melumang enda nandengku!",negative
743,La gejap enggo ertahun-tahun anak e ndarami nandena,negative
744,"bas sada wari jumpa me ia sada batang kayu si sehkel galangna idahna bas sada dahan lit perembah erjuntai-juntai i terpang angin si lumang, ideherina dahan e",neutral
745,Janah itandaina perembah e bekas perembah nandena si sangana ia i didong doahken,neutral
746,"Teruh batang kayu e ijumpaina lit tulan-tulan. ""Nandengku bagenda kepe jadina, lawes kel kam nadingken anak melumang terjelpa-jelpa cibal geluhna",negative
747,Janahna tangis i pepulungna tulan-tulan e ibungkusna mejile jenari lawes ia ngisari kerangen si mbelang,negative
748,"la ndekahsa ijumpaina sada gua si seh kel angkerna, kubas me ia. Isiarina gua e alu mbiar reh ndekahna reh kubasna ka ia",negative
749,"La gejapna arah lebena nganga babah nipe si seh kel galangna, banci sada anak kerbau siat kubas.",negative
750,"Andiko nande! mate naring sekalenda anak melumang"" nina nggirgir",negative
751,Oh.. nini i panndu saja anak melumang enda,negative
752,"nggeluh pe terjelpa-jelpa, adi ipanndu banci nge aku jumpa ras nandengku si enggo nadingeken aku",negative
753,"dudurkenna tanna ku babah nipe e, tapi la pan nipe e ia, kenca itarikna tanna mulihi maka enggo teridah bas jari manisna sada cincin si mejile",positive
754,Bas sada wari reh me ku kerangen e sekalak pemburu,neutral
755,"O… kempu!"" nina nipe e. ""Ula kam mbiar, cincin ena gelarna cincin pinta-pinta, kai kari ipindondu banci nge iberekenna,"" nina nipe e",positive
756,"melala beras ras pangan si deban ibabana, ijumpaina me gua si galang",positive
757,"Itadingkenna me beras e ije, jenari lawes ia erburu ku tengah kerangen simbelang",neutral
758,"Anak melumang e pe tading ibas gua e, tapi ia tading terdauhen ku bas",negative
759,"maka ipindona me man cincin e beras gelah banci ia man, rempet me lit i lebe-lebena beras",positive
760,bagepe pemburu enda lit datna buruanna mulih ka ia ku gua,neutral
761,lanai lit idahna beras si tadingkenna ndube,negative
762,"Bagem rusur tiap-tiap wari, adi ipindona beras maka bene me beras pemburu e",negative
763,mamang ukurna uga maka tiap itadingkenna beras ije bene rusur.,negative
764,Bas sada wari ndarat me anak melumang e i gua nari atena ndarami lau man inemen,neutral
765,rempet lit idahna sekalak jelma ije,neutral
766,"ise nge ndia jelma enda arih,"" nina pusuhna",neutral
767,"Pang naring ia ku jenda, labo pernah lit jelma pang ku kerangen simbelang enda",positive
768,Pemburu pe la tanggung senggetna ngidah singuda-nguda e salu gugup ras mbiar isungkunina me singuda-nguda e,negative
769,ras ise ia tading i kerangen simbelang si dem binatang buasna,negative
770,"Ituriken anak melumang, uga makana ia tading sekalak i tengah kerangen e. sengget pemburu megi-megi ranan anak melumang.",negative
771,Adina bage agi! mari sitadingken kerangen enda,neutral
772,"Lawes me pemburu ras anak melumang, itadingkenna gua inganna jumpa",neutral
773,"La ndekahsa seh me kalak enda ku sada kuta, ije me pemburu tading",neutral
774,"Enggo ndekah anak melumang tading ije, bas sada wari ersura-sura pemburu muat ia jadi kemberahenna",positive
775,Sehka me pesta perjabun pemburu ras anak melumang,positive
776,Seh kel nge riahna ukur kalak si enterem ngidah pengantin duana,positive
777,Lit deba atena ngidah pengantin si diberu si mejile rupana,positive
778,Sengget tua-tua entah pe nande-nadne ngidah ayo anak melumang perban pernah nge idahna ayo sibage jilena. ,positive
779,Erkusik-kusik ia sapih ia. La kin ia anak Pengulu mbarenda si talu erjudi ndube arih,negative
780,balikel ayona ras kemberehen Pengulu ndube,neutral
781,bagem nina cakap nande si ngidah ayo pengantin si diberu,neutral
782,Megi-megi ranan si e kerina sedakkel pusuh anak melumang,negative
783,la igejapna naktak iluhna ku ayona si mejile,negative
784,Ngerana me ia salu iluhna mamburen ku ayona.,negative
785,"Payo tuhu katandu kerina, aku kap anak Pengulu si talu erjudi",negative
786,lawes kami mbarena i kuta Juma Raja perban melala utang bapa,negative
787,ertahun-tahun kami tading i kerangen simbelang,neutral
788,Itadingken bapa aku ndube ras nande i tengah kerangen,negative
789,"bage pe nande la ndekahsa lawes nadingken aku sisada,",negative
790,nande enggo lawes nadingken doni nadingken aku sisada rasa lalap,negative
791,"Enda ku baba tulan-tulan nande ndube, ibuatna bungkusen e janah itamakenna ku lebe-lebe si enterem",negative
792,"Tangis kerina jelma si megi-megi ranan anak melumang, wari kin pe ndai melas rempet reh udan",negative
793,tempa-tempa megogo atena megi ranan anak melumang e.,negative
794,"Bagem kedungenna anak melumang, nggeluh erbahagia ras perbulangenna",positive
795,Kerina bentuk perjudin enggo I hapusken bas kuta e sebab judi nge erbahansa kegeluhen la senang.,negative
796,Perban judi nge anak rate mesui,negative
797,Nai ope denga lit pasar dalin engkahe,neutral
798,"Ngelegi sira, ikan dagangen entah kai denga sidebanna kerina i legi alu dalin erlanja",neutral
799,"Jelma mbiar denga asum e man ingan simejin-mejin, ntah kerangen bagepe deleng mawen batu pe",negative
800,Adi Pa Ngatoi ibahanna sapona barung-barung i tepi dalan perlanja e,neutral
801,kelang-kelang deleng Barus ras deleng Sibayak,neutral
802,Ije ia ringan ras ndeharana. Man perlanja si erberngi ije,neutral
803,i berekenna kudin pinjamen man perdakanen,positive
804,janah i bereken perlanja e ka ikan entah pe sidebanna,positive
805,Piah dungna alu dalin bage enggo bias kegeluhen Pa Ngatoi ,positive
806,"Adi pecah kenca kudin, ntah kai akapna i bahan perlanja la sikap, minter i kilangna",negative
807,Mbiar perlanja lanai i berekenna ije erberngi maka i tahankenna i kilangna.,negative
808,Sekali paksa turah me ukur Pa Ngatoi ngoto-ngotoi perlanja alu pebiar-biarsa,negative
809,Ibar-barina sada sarunggitgit dua estah gedangna,neutral
810, Bagi jelma ibahanna tempasna,neutral
811,"Enca dung i tamakenna deher sapona, agakna keri setengah pe isapen dekahna erdalin",neutral
812,"Janah ibas sada wari, i buatna me manuk megara i gelehna, janah i buatna dareh buka-bukana, ate-atena, rak-rakna ras dalang-dalangna, je nari i sulangkenna man gana-gana e",positive
813,Je nari i bas-bas me alu purih tonggal janeh nina,neutral
814,meriah kel pesta bunga berastagi sekelainda,positive
815,janah engko me jadi sirulahi man kalak simegombang arah dalin enda”.,negative
816,"sebab keramat si ah ndai banci nampati kam, adi mehamat jumpa rejeki kam, adi lang bancing kam i rulahina",positive
817,Sikurangna kari mesui kal takalndu i bahanna,negative
818,"Erkiteken ingan gana-gana e pe bagi si mejin ka kin tuhu, enca ije nari melala me tuhu kalak ertoto ras ercibal ibas gana-gana e",negative
819,"la kal aku bangger-bangger, adi runtung binagangku banci kubereken man bandu luahku nini",positive
820,"Enggo ka kap ndeher atena wari Natal ndai ras si ku begi, er-natal ka me kita nina guru",positive
821,Dalan Kemalemen bas tahun enda,positive
822,"tapi, me ndekah denga nge, Bapa Mayang, la aku salah enda me paka silima",neutral
823,"ee.. la banci! Pokokna ula sempat sienda terjadi! Sebab adi sempat berita e tersiar ku sebelang-belang Taneh Karo e, kai nge pepagi nina urung-urung rikutken kesebayaken sideban.",negative
824,banci saja jabatenku selaku bapa urung i Simalem Jahé enda mugur,neutral
825,Enggom ku singetken ras bage pe ku larang,neutral
826,mbegiken cakap-ku ras piga-piga sibiak perbapan kesain malah ersekongkol ngelawan aku salu ndukung kalak Kristen e,negative
827,"Uai, Raja! Perbahan i eteh kalak e kam selaku urung la senang",negative
828,maka piga-piga sibiak-perbapan kesain ‘nggit ngarak-ngarak kalak e pepagi ku ibu negeri guna ‘jumpai sibayak Pa Geder.”,neutral
829,La kapken I ergaina nari aku selaku raja urung i kuta Simalem Jahé e,negative
830,enda engo seh tugun ta ,neutral
831,Adi bage pepagi lampas ka kita ku ibu negeri guna jumpai Sibayak Pa Geder,neutral
832,Ula sempat leben kalak koh ngerana ras mpengaruhi sibayak gelahna i setujuina kerna perayan Natal e,neutral
833,Ras ula lupa kari jumpaindu guru mbelin,neutral
834,"Enam Ia, Sibayak!  Uga ningen terberita adi kalak penebu-nebu Labo e saja, Sibayak",neutral
835,Salu gelarNa guru-guru kompeni oh ngajuk-ajuk rakyat derip enda guna nadingken Adat Karo e,negative
836,mejilei isi bukuna enda lit terjemahenna ku bahasa indonesia,positive
837,"ceritana si peduaken lupa aku judulna tentang katak, nggo pernah ku begi arah nini karoku nari, agak beda ia isi ceritana, tapi intina bali saja nge",neutral
838,Tupung gelap berngi e aku terlolah,neutral
839,Turang ija kena gundari,neutral
840,Bage dekahna kena la erberita,negative
841,Turang let nge tedeh ndu bangku,neutral
842,Aloi aku o Turang mesikel aku jumpa,neutral
843,Bas aku lolah e begi ndu nge sorangku,neutral
844,Tedeh tedeh ateku kena nde karo,neutral
845,Banci denga nge ndia kita jumpa,neutral
846,ija kena gundari mesayang,positive
847,Kuja nari nge ndia kuturiken ateku tedeh e,neutral
848,Terangkin pe wari e aku terlolah,negative
849,Nggo menam masap jine kam bas geluhku,negative
850,Nggo menam malem luka ibas pusuhku Ertahun-tahun ma Bayang,positive
851,kubaba ate ceda Bekas pengeloken ndu mbarenda,negative
852,Tapi gundari reh kam ncidahken bana Nuri nuri luka ibas pusuhndu,negative
853,La kam bahagia ras seninaku,negative
854,Surandu mulihi kita ersada,positive
855,Ma Bayang lanai lit oratna Si ulihi gia ateta ngena ,negative
856,La terpenguda buluh si nggo metua ,neutral
857,Nggo terlanjur impal ateku ceda,negative
858,Suruti ukurndu,neutral
859,La nge padan bayu aku jodohndu,negative
860,Adi nggo ia mbarenda i pilihndu,neutral
861,Ula min gundari persilahangndu,negative
862,Dalan erlajar muat simehuli kam ras ia.,positive
863,Seh kel manis na lanai tanggung jilena,positive
864,Nggo kenca jumpa ras kena,neutral
865,Mama karo e lanai teku sirang,positive
866,Mari min lebe kujenda nangin,neutral
867,iah min mari lit ateku kena,neutral
868,ngena kel ate ku kam,positive
869,Gelah nggo i teh ndu agi,neutral
870,I bas pusuh ku e kena nggo rondongku,positive
871,perbahanenndu erbansa aku enggo mela,negative
872,Nggo kukataken kam rondongku,positive
873,La ketadingen bage pe,neutral
874,Perca perca uis male male,neutral
875,Lanai metunggung ia i pake,negative
876,Lanai ku ukuri mela nake,negative
877,Ban biarna ku kam bene,negative
878,Suan me page man tambar lihe,positive
879,Nurung kerah gule ras jambe,neutral
880,Gelah teh kena krina nake,neutral
